label,Title,Name,Tahun,Abstract
Teknologi,PENGENALAN POLA WAJAH MANUSIA MENGGUNAKAN MEDIA FOTO DENGAN ALGORITMA KNN,"WARDAYA, LINGGAR ALFITHNA",2020,"Foto merupakan hasil dari kegiatan fotografi yang menampilkan sebuah objek. Foto sendiri terdiri dari beberapa jenis, seperti foto berwarna (Red, Green, Blue), foto hitam putih (Black and White) dan foto keabuan (greyscale). Selain perbedaan warna, pengenalan pola pada objek foto tersebut juga penting. Penelitian ini bertujuan untuk mengenali pola wajah manusia dalam sebuah foto menggunakan algoritma sederhana. Proses dalam pengenalan pola wajah memiliki beberapa tahap. Pertama, preprocessing dimana foto akan diubah ukurannya sesuai yang dibutuhkan. Selain ukuran foto yamg disesuaikan foto akan diubah menjadi foto keabuan (grayscale). Tahap Kedua yaitu ekstraksi fitur adalah proses pengenalan wajah manusia menggunakan library frontal_face, face_recognition dan T-zone. Tahap ketiga yaitu klasifikasi menggunakan algoritma KNN (K-Nearest Neighbor). Pada tahap klasifikasi data yang diujikan yaitu 11 data dengan menggunakan klasifikasi K= 1. Dari proses klasifikasi tersebut didapatkan nilai akurasi sebesar 54%
Kata kunci : foto, pola wajah, algoritma KNN"
Teknologi,"DETEKSI PLAGIAT TUGAS AKHIR DENGAN METODE
JACCARD SIMILARITY PADA TUGAS AKHIR MAHASISWA TEKNIK
INFORMATIKA UNIVERSITAS ISLAM SULTAN AGUNG","UTOMO, SAPTO",2020,"Syarat menyelesaikan Tugas Akhir sebelum sidang Tugas Akhir harus membuat Laporan
Tugas Akhir dimana mahasiswa dalam pembuatan Laporan Tugas Akhir bisa melihat Laporan
Tugas Akhir dari kakak tingkat yang sudah menyelesaikan Laporan Tugas Akhir yang sudah
disetujui oleh Dosen Pembimbing atau juga bisa mencari referensi lain diinternet baik jurnal
maupun paper. Untuk mencegah adanya unsur plagiarisme dalam pembuatan Laporan Tugas Akhir
mahasiswa tidak boleh meniru persis kata atau kalimat yang akan dijadikan sebagai acuan dari
pembuatan Laporan Tugas Akhir. Oleh sebab itu dibuatlah sebuah sistem “Deteksi Plagiat Tugas
Akhir Dengan Metode Jaccard Similarity Pada Program Studi Teknik Informatika Universitas
Islam Sultan Agung”. Pada proses pendeteksian dalam sistem melewati proses preprocessing yang
terdiri dari tahap case folding dimana sebuah kalimat dalam Laporan Tugas Akhir disetarakan
hurufnya menjadi kecil semua dari huruf kapital menjadi huruf kecil. Tahap filtering dimana
didalam kalimat spasi dihapus ataupun spesial karakter lain selain huruf. Tahap stemming dimana
dari proses filtering diambil kata-kata dasar, kemudian tahap stopword dimana dari hasil stemming
dipecah atau dijadikan token. Setelah itu masuk proses Metode Jaccard Similarity yaitu proses
penghitungan token dari dokumen uji dan dokumen asli atau pembanding hasilnya adalah nilai
similarity dari dokumen uji dan dokumen asli sehingga menampilkan hasil presentase similarity
Laporan Tugas Akhir. Kata Kunci : Laporan Tugas Akhir, Plagiarisme, Jaccard Similarity."
Teknologi,"SISTEM PENDUKUNG KEPUTUSAN
UNTUK PREDIKSI PENGADAAN STOK OBAT 
MENGGUNAKAN METODE DOUBLE EXPONENTIAL 
SMOOTHING PADA APOTIK RESPATI","TYAS, PUPUT FITRIANING",2020,"Apotek merupakan suatu tempat dilakukannya pekerjaan kefarmasian dan penyaluran 
ketersedian farmasi, dan perbekalan kesehatan lainnya kepada masyarakat. Pekerjaan 
kefarmasian tersebut meliputi pelayanan dalam penyedian obat-obatan yang nantinya 
diperlukan oleh masyarakat secara umum. Selama ini Apotik Respati dalam proses transaksi 
pemesanan obat terhadap supplier hanya melihat pada persediaan stok obat melalui hasil proses 
rekap dari buku besar. Sehingga pihak apotek tidak memperhatikan prioritas obat mana yang 
cepat laku dan yang kurang laku. Oleh karena itu, diperlukan adanya proses pengendalian stok 
obat agar tercipta kelancaran dalam proses bisnis. Kendala lain yang terjadi pada Apotik 
Respati yaitu banyak sekali terjadi penumpukan stok obat yang dikarenakan obat yang tidak 
terjual dan tidak dapat dikembalikan kepada supplier, sehingga obat kadaluarsa dan menumpuk 
di gudang apotek. Berdasarkan masalah tersebut penulis menggunakan metode double 
exponential smoothing untuk memprediksi pengadaan obat pada bulan-bulan berikutnya agar 
tidak terjadi penumpukan obat atau kekurangan obat. Metode tersebut merupakan salah satu 
metode peramalan yang digunakan untuk memprediksi suatu data pada periode yang akan 
datang. Prediksi tersebut dilakukan berdasarkan data obat pada masa lampau dengan 
menggunakan analisa dan perhitungan tertentu. Perancangan sistem pendukung keputusan ini 
dibuat secara dinamis sehingga dapat digunakan sesuai dengan kebutuhan apotek.
Kata kunci : sistem pendukung keputusan, prediksi, double eksponential smoothing, 
stok obat, apotek."
Teknologi,SISTEM PENDUKUNG KEPUTUSAN PENERIMA KREDIT BARANG ATAU JASA DI KOPERSEMAR PT INDONESIA POWER SEMARANG MENGGUNAKAN METODE ANALYTICAL HIERARCHY PROCESS (AHP),"SYAIFUDDIN, NOOR",2020,"Koperasi Karyawan PT Indonesia Power Unit Bisnis Pembangkitan Semarang (Kopersemar) memiliki tujuan seperti koperasi pada umumnya yakni menyehjahterakan semua anggotanya. Berdasarkan tujuan yang dimilikinya sehingga diperlukan sebuah sistem informasi yang mendukung pelaksanannya.
Aplikasi ini dibuat sebagai salah satu cara dalam menentukan skala prioritas pengambilan keputusan. Metode penentuan prioritas penerima kredit barang atau jasa menggunakan metode Analitycal Hierarchy Proccess (AHP). Terdapat empat kriteria dalam penentuannya yaitu kepribadian, aset, kemampuan, dan kondisi ekonomi.
Hasil dari penerapannya, metode AHP ini dapat digunakan untuk mendukung keputusan dalam menentukan kandidat debitur layak kredit dengan indikator yang sudah ditetapkan. Selain itu, dibandingkan dengan cara konvensional setelah sistem pendukung keputusan ini penilaian layak kredit berlangsung lebih cepat dan mudah. 

Kata Kunci: sistem pendukung keputusan, AHP, Kredit"
Teknologi,SISTEM INFORMASI PORTAL PORTOFOLIO ALUMNI MTS MATHALIBUL HUDA MLONGGO JEPARA  BERBASIS WEBSITE DENGAN MENGGUNAKAN FRAMEWORK CODEIGNITER,"SULISTIYANTO, RAMADHAN",2020,"MTs Mathalibul Huda Mlonggo Jepara salah satu madrasah tertua dan terbesar di Kabupaten Jepara khususnya di lingkungan Kecamatan Mlonggo, dimana MTs Mathalibul Huda Mlonggo Jepara memiliki siswa lebih dari 1000 siswa disetiap tahun pelajarannya, selain itu MTs Mathalibul Huda Mlonggo Jepara juga meluluskan siswa lebih dari 300 siswa setiap tahunnya. Akan tetapi disisi lain madrasah memiliki permasalahan dalam mengelola data siswa yang telah lulus (alumni), dimana MTs Mathalibul Huda Mlonggo Jepara belum memiliki wadah yang mampu atau mempermudah mengelola data yang baik serta efisien, seperti sebuah sistem informasi pengolahan data yang berbasis website, sehingga dibuatlah sebuah sistem informasi yang nantinya berfokus pada sistem portal portofolio berbasis website yang akan mempermudah pihak madrasah dan pihak alumni dalam mengumpulkan dan membuat data alumni. Sistem yang dibuat adalah “Sistem Informasi Portal Portofolio Alumni MTs Mathalibul Huda Mlonggo Jepara Berbasis Website Dengan Menggunakan Framework Codeigniter”. Sistem ini memiliki dua hak akses, yang pertama adalah hak akses oleh pihak madrasah yang mana dalam hal ini adalah bertugas sebagai admin dan yang kedua adalah hak akses untuk alumni dimana para alumni dalam memiliki hak akses untuk login apabila alumni tersebut telah terdaftar pada sistem tersebut nantinya.

Kata Kunci: Website, Sistem Informasi, Portal dan Portofolio,"
Teknologi,"SYSTEM RECOMMENDATIONS OF THE READ AND WRITE THE 
QUR’AN WITH THE METHODS SIMPLE ADDITIVE WEIGHTING 
( SAW ) AND HAVERSINE FORMULA","SUGIARTO, FADILA",2020,"Membaca Al Qur’an merupakan langkah awal dalam berinteraksi dengan-Nya, 
kemudian diteruskan dengan bertadabbur yaitu dengan merenungkan dan memahami 
maknanya sesuai petunjuk, banyak sekali anjuran dan keutaman membaca al qura’an, 
baik dari Al Qur’an maupun hadist, perintah membaca Al Qur’an diantaranya(Gazali, 
2010) untuk itu dibuatlah dibutuhkan sistem untuk memberikan rekomendasi guru baca 
tulis Al Qur’an . Sistem ini dibangun dengan menerapkanan metode SAW (Simple 
additive weighting) sebagai algoritma perhitungannya dan haversine formula sebagai 
perhitungan jarak terdekat dari lokasi pencarian. Metode SAW yang diterapkan akan 
menampilkan output (keluaran) berupa nilai dari hasil perhitungan, hasil output
tersebut yang akan menjadi gambaran untuk memberikan rekomendasi guru 
berdasarkan penilaian SAW dan diurutkan berdasarkan nilai yang mendekati angka 1.
Sedangkan haversine formula yang diterapkan akan menampilkan nilai jarak yang 
dihitung dari longitude dan latitude. Dengan dibangunnya sistem ini diharapkan dapat 
membantu dan mempermudah dalam memberikan rekomendasi guru baca tulis Al 
Qur’an.
Kata Kunci: sistem, guru baca tulis Al Qur’an, simple Additive weighting, haversine 
formula"
Teknologi,"IMPLEMENTASI CAPTCHA, SSL, CSRF PROTECTION DAN SQL INJECTION SEBAGAI SISTEM KEAMANAN PADA SISTEM KOPERASI SIMPAN PINJAM","SUGIANTI, INDAH SEPTIANA",2020,"Transaksi online di dunia maya menjanjikan kemudahan dalam bertransaksi namun hal tersebut juga memiliki celah resiko tinggi yaitu pada masalah keamanan. Salah satu layanan keunganan adalah layanan koperasi simpan pinjam, dimana saat ini layanan koperasi telah memiliki sistem online yang dapat diakses semua member dimana pun. Namun, saat ini tidak ada sistem yang dapat dikatakan benar-benar aman. Semakin canggih teknologi menimbulkan dampak semakin canggih pula kejahatan di dunia maya. Sistem koperasi simpan pinjam dapat memiliki banyak celah untuk diserang kejahatan. Oleh karna itu ada empat metode yang mudah diterapkan dan dapat menjadikan sistem lebih aman yaitu  Completely Automated Public Turing test to tell Computers and Humans Apart (CAPTCHA), Secure Socket Layer (SSL), Cross-site request forgery (CSRF Protection) dan SQL injection Protection. di harapkan menjadi solusi dengan menggabungkan ke empat teknik tersebut membuat sistem informasi koperasi mejadi lebih aman.
Kata Kunci: UD. Koperasi Simpan pinjam, Captcha, SSL, CSRF, Sql Injection"
Teknologi,"PREDIKSI PENJUALAN HANDPHONE MENGGUNAKAN METODE 
DOUBLE EXPONENTIAL SMOOTHING DARI HOLT PADA COUNTER
ANDI CELL","SHOLEH, ABDUL ROHMAN",2020,"Counter Andi Cell merupakan salah satu bisnis toko ritel Handphone, 
Accesories Handphone dan kartu perdana yang terlengkap di desa kropak. Tentunya 
dalam penjualan handphone juga mempunyai kendala yang harus dihadapi. Salah 
satunya ialah jumlah persediaan barang yang kurang efisien. Untuk dapat 
meningkatkan hasil penjualan, pemilik konter handphone harus mengetahui dengan 
tepat jumlah produk handphone yang akan dijual. Dalam keadaan seperti ini 
prediksi sangat dibutuhkan untuk menyelesaikan masalah tersebut. Dengan begitu, 
dibutuhkan sistem prediksi jumlah penjualan barang pada Counter Andi Cell. Disini 
penulis menggunakan metode double exponential smoothing dari Holt untuk 
merancang sistem tersebut. Pemulusan exponential (Exponential Smoothing)
merupakan metode yang rata-rata bergerak untuk melakukan pembobotan menurun 
secara exponential terhadap nilai-nilai yang lebih tua. Pemulusan eksponensial 
ganda dari Holt merupakan rumus pemulusan secara langsung, sebagai gantinya 
Holt memuluskan trend dengan menggunakan nilai dua parameter yaitu nilai
parameter"
Teknologi,PROTOTIPE SISTEM PRESENCE DETECTION LOGISTIK DALAM RUANGAN DENGAN TEKNIK MENGGUNAKAN BLUETOOTH BEACON DI PT. HIRA EXPRESS,"SATRIANI, SATRIANI",2020,"Logistik adalah istilah penyimpanan suatu barang dalam sekala besar yang tak dapat di pisahkan dengan bidang industri, termasuk juga pada industri jasa pengiriman logistik. PT. Hira Express adalah salah satu perusahaan jasa pengiriman logistik, pada hal ini logistik pada hira expres sering terjadi loncakan logistik pada gudang hira express, sehingga mengakibatkan sulitnya proses pengambilan logistik pada saat pengambilan. maka dibangunlah rancang bangun sistem monitor keberadaan logistik dengan teknik presence detection menggunakan bluetooth beacon. pada rancangan bangun ini sistem dapat mengetahui keberadaan logistik pada ruangan yang telah dibangun menggunakan bluetooth beacon sehingga dapat memudahkan dalam proses pengambilan logistik oleh konsumen pt. hira express."
Teknologi,RANCANG BANGUN PURWARUPA SISTEM PALANG KERETA API OTOMATIS DENGAN GEOFENCE,"SANTI, SANTI",2020,"Transportasi saat ini memiliki peran yang sangat penting dalam kehidupan sehari-hari salah satunya transportasi kereta api, untuk mempermudah masyarakat dalam bepergian. masalah yang kerap terjadi adalah kecelakan kereta api, banyak faktor yang mempegaruhi baik dari pengemudi tersebut atau kelalaian dari petugas penjaga pintu palang perlintasan kereta api. Maka dari itu, dibutuhkan sebuah sistem palang kereta api otomatis yang nantinya diharapkan dapat ikut peran dalam mengurangi kecelakan lalu lintas terutama pada jalur palang perlintasan kereta api. Melihat permasalahan tersebut, maka  dibangun sebuah Sistem berbasis IoT dengan teknologi geofence yang memanfaatkan komponen GPS dengan menggunakan metode Prototipe secara real time 

Kata Kunci: Kereta Api, lalu lintas palang, IoT, Geofance. GPS, Human Error"
Teknologi,IMPLEMENTASI METODE TECHNIQUE FOR ORDER OF PREFERENCE BY SIMILARITY TO IDEAL SOLUTION (TOPSIS) UNTUK PEMILIHAN SUBKONTRAKTOR PADA PT.WIJAYA GUGUS PERSADA,"SAFITRI, ASNA WIDYA",2020,"Salah satu industri yang mengalami pertumbuhan dinamis dalam setiap tahunnya adalah Industri konstruksi. Untuk itu perlu adanya strategi bagi kontraktor utama dalam menyelesaikan sebuah proyek yaitu menjalin hubungan dengan mitra kerja atau subkontraktor pada pekerjaan keahlian khusus bidang mekanikal elektrikal. Penelitian ini menggunakan METODE TECHNIQUE FOR ORDER OF PREFERENCE BY SIMILARITY TO IDEAL SOLUTION (TOPSIS) dengan bahasa pemrograman php berbasis web. Penelitian ini menghasilkan rekomendasi alternatif dengan parameter yang telah ditentukan oleh pihak kontraktor utama. 
Kata Kunci :  TOPSIS, SUBKONTRAKTOR, SPK"
Teknologi,APLIKASI PENGENALAN CANDI GEDONG SONGO MENGGUNAKAN ARCORE DENGAN PLUGIN GOOGLE SCENEFORM BERBASIS ANDROID,"Sadewo, Galih Wildam",2020,"Candi Gedong Songo merupakan salah satu destinasi wisata peninggalan sejarah di Kabupaten Semarang. Media pembelajaran menarik untuk mengetahui informasi Candi Gedong Songo  tanpa harus terjun langsung sangat penting karena Gedong songo merupakan peninggalan sejarah. Oleh karena itu, penulis memanfaatkan teknologi Augmented Reality yang dapat menampilkan secara nyata objek candi (3D) agar dapat  menarik minat untuk belajar. Aplikasi ini juga dilengkapi dengan maps, profil, fasilitas, dan penjelasan bagaimana karakteristik masing masing candi. Aplikasi ini merupakan aplikasi yang memanfaatkan OS Android yang telah menjadi penguasa teknologi masa kini. Dibuat dengan Android Studio untuk pembangunan aplikasi dengan memanfaatkan plugin Google Sceneform, dan Blender untuk pembuatan 3D. Aplikasi dapat berjalan pada device dengan minimal API Level 24, Nougat, version 7.0 . Dan dengan pengujian Black Box menggunakan indicator derajat, waktu, spesifikasi hp dan pencahayaan dapat ditarik kesimpulan bahwa pada derajat 45, spesifikasi pixel yang lebih tinggi dan pencahayaan yang cukup dapat mempercepat ARCore dalam mendeteksi letak untuk menampilkan 3D. 

Kata Kunci : Android , 3D, Sumber Informasi, Augmented Reality, ARCore"
Teknologi,PENERAPAN METODE TECHNIQUE FOR ORDER  PREFERENCE BY SIMILARITY TO IDEAL SOLUTION (TOPSIS) UNTUK SISTEM PEMILIHAN LAHAN PEMBANGUNAN PERUMAHAN,"RUSDIN, FITRIANI",2020,"Bertambahnya jumlah penduduk persentase kebutuhan akan tempat tinggal juga semakin meningkat dan sektor properti pun semakin berkembang pesat. Melihat peluang besar pengembang properti berlomba-lomba menyediakan rumah hunian untuk memenuhi kebutuhan masyarakat. Permasalahan yang sering dihadapi pengembang properti yaitu kesulitan dalam menentukan kesesuaian pemilihan   lahan yang baik untuk pembangunan perumahan. Bertambahnya jumlah penduduk penggunaan lahanpun semakin meningkat. Maka dari itu dibutuhkan sistem pendukung keputusan dengan tujuan untuk membantu dalam menentukan kesesuaian pemilihan lahan yang baik untuk pembangunan perumaha.Penelitian ini dilakukan di PT.Anggoro yang berlokasi di kota Baubau Provinsi Sulawesi Tenggara. Kriteria yang menjadi acuan untuk pemilihan lahan yaitu harga tanah, luas tanah, lokasi tanah,legalitas tanah, dan struktur tanah. Metode yang digunakan dalam menyelesaikan permasalahan dalam pemilihan lahan untuk pembangunan perumahan ialah metode TOPSIS (Technique for order preference by similarity to ideal solution) yang merupakan salah satu metode pendukung keputusan multikriteria yang berprinsip bahwa alternatif yang terpilih harus memiliki jarak terdekat dengan solusi ideal positif dan jarak terjauh dengan solusi negatif. Penggunaan metode TOPSIS menghasilkan berupa  informasi mengenai rekomendasi lahan yang paling mendekati keinginan perusahaan."
Teknologi,"SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN CALON 
PENERIMA BANTUAN PEMBUATAN MCK DI DESA
PENAWANGAN MENGGUNAKAN METODE SIMPLE 
ADDITIVE WEIGHTING (SAW)","RINI, INDAH SETYO",2020,"Desa Penawangan adalah sebuah desa yang terletak di Kecamatan Pringapus Kabupaten Semarang 
yang letaknya ditengah-tengah hutan lindung. Untuk lebih meningkatkan kesejahteraan warganya 
maka pemerintah Desa Penawangan memberikan progam bantuan pembuatan MCK bagi warga 
yang belum memilikinya. Karena masih cukup banyaknya warga yang belum memiliki maka pihak 
pemerintah desa harus tepat memilih calon penerima bantuanyan paling layak mendapatkannya. 
Namun jika penilaian dilakukan secara manual maka akan memakan waktu lama dan hasilnya 
menjadi subyektif. Oleh karena itu penulis merancang suatu sistem pendukung keputusan pemilihan 
calon penerima bantuan dengan menggunakan metode Simple Additive Weighting (SAW). Metode 
SAW merupakan metode penjumlahan terbobot dengan mencari penjumlahan terbobot dari rating 
kinerja setiap alternatif pada semua kriteria. Selain itu juga adanya proses normalisasi data dari 
setiap alternatif dan perhitungan nilai preferensi berdasarkan bobot nilai yang sudah ditentukan. 
Karena mengingat sistem pendukung keputusan pemilihan calon penerima bantuan ini memiliki 
beberapa kriteria sehingga implementasi metode SAW dianggap cukup memberikan hasil yang 
akurat sebagai pendukung bagi pemerintah Desa Penawangan dalam mengambil keputusan.
Kata Kunci : Desa Penawangan, MCK, Pendukung Keputusan,SAW"
Teknologi,"Perancangan dan Implementasi Sistem Monitoring Air Akuarium 
Menggunakan Logika Fuzzy Berbasis IoT","RAMADANA, WILDAN",2020,"Ikan beresiko terkena dampak buruk apabila menetap pada kondisi air 
yang keruh. Peningkatan kekeruhan dapat berdampak pada penurunan tingkat harapan 
hidup embrio telur ikan. Maka dibutuhkan alat yang dapat mengatur kekeruhan 
akuarium dengan memanfaatkan sensor turbidity. Kondisi suhu juga berpengaruh 
terhadap tingkat kualitas air, maka dibutuhkan alat untuk memonitoring suhu air dalam 
akuarium tersebut. Sistem ini dapat diimplementasikan pada akuarium budidaya ikan 
air tawar. Untuk membuat sistem otomatisasi ini menggunakan sensor turbidity sebagai 
pemantau kekeruhan air dan sensor suhu DS18B20 pada arduino untuk suhu air. 
Ultrasonik untuk sensor ketinggian air dan aplikasi android untuk memudahkan 
memonitoring melalui gadget.
Kata kunci : Air, Ikan air tawar, Internet of things.Android"
Teknologi,SISTEM REKOMENDASI SERVICE LAPTOP DI SEMARANG BERBASIS LOKASI MENGGUNAKAN COLLABORATIVE FILTERING,"QODIR, MUHAMMAD ABDUL",2020,"Teknologi dewasa ini semakin berkembang dalam hal otomatisasi dan keefektifan dalam melakukan suatu hal. Mulai dari teknologi hardware maupun software. Salah satu teknologi yang ada disini yaitu software berupa Sistem Rekomendasi Tempat Servis Laptop di Semarang. Sistem ini bertujuan untuk mencari tempat servis laptop yang telah diberi rating oleh pengguna lain yang sudah pernah melakukan servis ditempat tersebut. Dengan menggunakan metode collaborative filltering akan mendapatkan saran rekomendasi dari berbagai pengguna lain. Dan menggunakan metode lbs guna menggetahui lokasi pengguna dengan tempat servis.

Kata Kunci : Collaborative Filtering, lbs, rekomendasi"
Teknologi,"RANCANG BANGUN SISTEM KEPUASAN PENGUNJUNG TERHADAP
PELAYANAN PERPUSTAKAAN UNIVERSITAS ISLAM SULTAN 
AGUNG MENGGUNAKAN LIBQUAL+TM DAN FUZZY TSUKAMOTO","Pratama, Nirmala Putri",2020,"Kualitas pelayanan merupakan tingkatan dari pelayanan yang diberikan 
perpustakaan UNISSULA sehingga sesuai dengan harapan dan kebutuhan dari 
pengunjung. Belum terdapat sistem yang dapat digunakan untuk mengukur kualitas 
pelayanan sehingga, dibuat sistem yang dapat digunakan untuk melakukan evaluasi 
terhadap kualitas pelayanan perpustakaan. Metode yang digunakan pada sistem ini 
ada 2 yaitu Metode Libqual dan Metode Fuzzy Tsukamoto dengan menggunakan 
skala likert dari nilai 1 sampai 5. Metode Libqual digunakan untuk mengukur 
kesenjangan antara persepsi dan harapan dengan 2 perhitungan yaitu AG 
(Adequancy Gap) dan SG (Superiority Gap), dimana jika hasilnya positif maka 
kualitas yang diberikan baik sedangkan bila hasilnya negatif maka kualitas yang 
diberikan tidak baik. Pada perhtiungan Fuzzy Tsukamoto terdapat 4 proses yaitu 
fuzzyfikasi, pembentukan rule, mesin inferensi dan defuzzyfikasi. Fuzzy 
Tsukamoto digunakan sebagai pe-rangking-an dari setiap pertanyaan pada 
kuesioner mengenai kualitas pelayanan. Pe-rangking-an bertujuan untuk 
mengetahui item pertanyaan mengenai kualitas pelayanan yang memiliki nilai 
paling baik dengan skala dari kecil ke besar. Dari hasil perhitungan Libqual dan 
Fuzzy Tsukamoto yaitu dari 3 dimensi yang ada pada Libqual Library as Place
mendapatkan peringkat pertama dengan nilai 3,11.
Kata kunci : Kualitas pelayanan; Libqual; Fuzzy Tsukamoto"
,SISTEM DETEKSI MESIN BREAKDOWN MENGGUNAKAN METODE TOPSIS FUZZY DI PT. UNGARAN SARI GARMENT III,"PRABUSIWI, ANDITA",2020,"Sebagai salah satu perusahaan Garment terbesar yang memiliki ratusan ribu produk yang dihasilkan setiap tahunnya, dan menjadi importir terbesar tentu memiliki latar belakang pekerja dan mesin yang handal. Untuk selalu dapat memenuhi target produksi yang tinggi dibutuhkan salah satunya adalah mesin yang handal dengan tingkat kerusakan mesin yang minim dan pengunaan Spare Part yang rendah. Agar mesin yang digunakan di produksi selalu dalam kondisi baik, perlu dilakukannya maintenance secara rutin dan terjadwal. Namun kondisi dilapangan kadang tidak berjalan sesuai prosedur jadwal maintenance. Untuk itu dibuatlah suatu Sistem Deteksi Mesin Breakdown yang dapat memberikan data secara matematis. Sistem akan menampilkan prediksi mesin mana yang akan mengalami kerusakan berdasarkan dari rendahnya data dari hasil output produksi, tingkat pemakaian spare part dan pelaksanaan maintenance, yang disebut dengan Nilai Preferensi. Setelah sistem menampilkan nilai preferensi untuk masing – masing mesin, nilai tersebut kita bagi menjadi 3 kategori. Kategori 1 dengan nilai preferensi 0 – 0.35 mesin harus dimaintenance segera. Kategori 2 dengan nilai preferensi >0.35 – 7 mesin mendapatkan jadwal maintenance dan kategori 3 dengan nilai preferensi >0.7 – 1 mesin dalam kondisi baik, yang berarti tidak perlu mendapatkan maintenance untuk bulan tersebut. Dari hasil perankingan tersebut maka kegiatan maintenance yang dilakukan lebih tepat sasaran dan lebih akurat untuk mesin – mesin yang benar benar dalam kondisi buruk.

Kata Kunci : Sistem Deteksi Mesin, Breakdown, TopsisFuzzy, Garment"
Teknologi,"RETRIEVATION SYSTEM INFORMATION SEARCH BOOK OF 
LIBRARY VOCATIONAL SCHOOL, MUHAMMADIYAH REMBANG 
WITH COSINE SIMILARITY BASED ON SYNOPSIS METHOD","NOVRENDA, ABDUL INTAN",2020,"Banyaknya informasi yang beredar tentu membuat kebutuhan akan informasi 
yang relavan semakin meningkat. Salah satu cara yang bisa digunakan untuk 
mendapatkan informasi yang relavan adalah dengan menggunakan sistem temu 
kembali informasi. Sistem temu kembali informasi adalah mesin pencari (search 
engine) yang biasanya dipakai untuk mengakses informasi. Berbagai informasi penting 
dapat ditemukan dengan mesin pencari sehingga akan tampil informasi yang relavan 
dengan apa yang dicari. Perpustakaan adalah sebuah ruangan, bagian sebuah gedung 
yzng digunakan untuk menyimpan buku dan terbitan lainnya yang biasanya disimpan 
menurut tata susunan tertentu untuk digunakan pembaca, semakin banyak buku yang 
tersimpan akan semakin sulit untuk menemukan buku yang dicari kalau menggunakan 
sistem manual karena harus mencari satu persatu di rak buku. Dengan membuat sistem 
temu kambali informasi diperpustakaan dengan menggunakan metode cosine 
similarity. Metode cosine similarity dipilih karena cara kerja model ini efisien, mudah
dalam representasi dan dapat diimplementasikan pada document-matching. 
Kata kunci : Sistem Temu Kembali Menggunakan metode Cosine similarity"
Teknologi,"IMPLEMENTASI FACE RECOGNITION DENGAN METODE VIOLA-JONES DAN LOCAL BINARY PATTERNS HISTOGRAM UNTUK SISTEM 
PEMANTAUAN PENGUNJUNG DI LABORATORIUM TEKNIK INFORMATIKA UNISSULA","NI’AM, MUHAMMAD",2020,"Laboratorium Teknik Informatika Unissula merupakan tempat pengembangan teknologi IT di kota Semarang yang berfokus pada pendidikan. Perkembangan teknologi yang semakin cepat memicu kebutuhan laboratorium untuk mengembangkan alat yang dapat bekerja dengan otomatis untuk mengawasi aktivitas di laboratorium. Face recognition adalah salah satu teknologi yang mulai marak digunakan untuk mengenali seseorang dari sebuah gambar. Dengan memanfaatkan teknologi ini di hasilkan sebuah kamera yang dapat mengenali wajah dan menyimpan datanya untuk presensi keaktifan secara real time. Algoritma Viola-Jones di pakai pada penelitian ini untuk  mendeteksi objek wajah dan  algoritma LBPH di gunakan untuk pengenalan wajah. Percobaan pada penelitian ini dilakukan dengan tiga jarak yaitu 50 cm, 80 cm, 110 cm. Dari tiga jarak ini di dapatkan hasil akurasi terbaik dari percobaan adalah pada jarak 80 cm dengan hasil akurasi total yang di dapatkan mencapai 84,28 %.

Kata Kunci : Laboratorium, Face recognition, Kemera, Presensi, wajah, Viola-Jones, LBPH, Jarak."
Teknologi,"SISTEM PENDUKUNG KEPUTUSAN
EVALUASI KINERJA KARYAWAN UNTUK PROMOSI JABATAN
DI FAKULTAS KEDOKTERAN UNISSULA
MENGGUNAKAN METODE PROFILE MATCHING","MUSTAQIM, YUNUS",2020,"Dengan jumlah karyawan yang banyak, pimpinan dan bagian pengelolaan sumber daya insani belum tentu mengenal masing-masing individu karyawan yang ada, sedangkan dibutuhkan proses seleksi yang objektif, kendala lain yaitu profil karyawan dan nilai standar profil jabatan belum terorganisir dalam suatu basis data terkomputerisasi. Sebagian besar data karyawan ada dalam bentuk hardcopy (lembar kertas) atau file komputer yang saling terpisah. Untuk mengatasi kelemahan yang ada dan untuk membantu menyediakan proses pengambilan keputusan yang objektif yaitu dengan membuat suatu perangkat lunak sistem pendukung keputusan. Terdapat suatu metode yang digunakan untuk mengevaluasi dan memilih karyawan yang tepat menempati jabatan yang kosong yaitu menggunakan metode Profile Matching. Metode ini dapat membandingkan nilai atribut objek ke dalam nilai target yang ditentukan, menentukan nilai bobot untuk setiap alternatif yang akan dievaluasi, kemudian sampai pada proses yang terakhir melakukan perangkingan untuk menyeleksi alternatif. Dengan menggunakan perangkat lunak sistem pendukung keputusan, proses perhitungan metode profile matching dapat dilakukan dengan cepat dan memberikan hasil yang valid. Pengguna tidak perlu lagi melakukan perhitungan manual yang panjang, yang rawan terjadi kesalahan hitung.
Kata kunci: Karyawan, Promosi Jabatan, Sistem Pendukung Keputusan, Profile Matching"
